no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
100136	1	all	すべて	every person or thing	All the students came early.	生徒はみな早く来ました。	determiner	1	5	"[""すべて"",""一部"",""多く"",""少し"",""半分""]"	"[""all"",""some"",""many"",""few"",""half""]"	"[""all"",""old"",""oil"",""call"",""some""]"	"[{""word"":""every"",""note"":""単数名詞の前で使うことが多い""},{""word"":""whole"",""note"":""全体を一つのまとまりとして表す""}]"	"[{""word"":""some"",""note"":""一部を表す""}]"
100137	1	o'clock	～時	used after an exact hour	School starts at eight o'clock.	学校は8時に始まります。	adverb	1	5	"[""～時"",""分"",""半"",""朝"",""夜""]"	"[""o'clock"",""minute"",""half"",""morning"",""night""]"	"[""o'clock"",""clock"",""office"",""okay"",""hour""]"	[]	[]
100138	1	glasses	眼鏡	things worn to help you see	I need my glasses to read.	読むには眼鏡が必要です。	noun	1	4	"[""眼鏡"",""帽子"",""手袋"",""靴"",""時計""]"	"[""glasses"",""cap"",""gloves"",""shoes"",""watch""]"	"[""glasses"",""classes"",""grass"",""glad"",""shoes""]"	[]	[]
100139	1	cow	牛	a large farm animal that gives milk	The cow eats grass.	その牛は草を食べます。	noun	1	4	"[""牛"",""馬"",""豚"",""羊"",""やぎ""]"	"[""cow"",""horse"",""pig"",""sheep"",""goat""]"	"[""cow"",""crow"",""coat"",""cloud"",""horse""]"	[]	[]
100140	1	pig	豚	a farm animal with a short tail	The pig is sleeping.	その豚は眠っています。	noun	1	4	"[""豚"",""牛"",""羊"",""馬"",""山羊""]"	"[""pig"",""cow"",""sheep"",""horse"",""goat""]"	"[""pig"",""big"",""pick"",""bag"",""cow""]"	[]	[]
100141	1	sheep	羊	a farm animal with wool	The sheep eat grass.	羊たちは草を食べます。	noun	1	4	"[""羊"",""牛"",""馬"",""豚"",""やぎ""]"	"[""sheep"",""cow"",""horse"",""pig"",""goat""]"	"[""sheep"",""ship"",""cheap"",""sheet"",""goat""]"	[]	[]
100142	1	butter	バター	a soft yellow food made from milk	I put butter on my toast.	私はトーストにバターをぬりました。	noun	1	4	"[""バター"",""チーズ"",""ジャム"",""牛乳"",""パン""]"	"[""butter"",""cheese"",""jam"",""milk"",""bread""]"	"[""butter"",""better"",""button"",""bottom"",""bread""]"	[]	[]
100143	1	parents	両親	your mother and father	My parents live in Osaka.	私の両親は大阪に住んでいます。	noun	1	5	"[""両親"",""祖父母"",""兄弟"",""親せき"",""家族""]"	"[""parents"",""grandparents"",""brothers"",""relatives"",""family""]"	"[""parents"",""parrots"",""presents"",""patterns"",""family""]"	[]	[]
100144	1	dad	お父さん	your father	My dad cooks dinner on Sundays.	私のお父さんは日曜日に夕食を作ります。	noun	1	5	"[""お父さん"",""お母さん"",""兄"",""姉"",""祖父""]"	"[""dad"",""mom"",""brother"",""sister"",""grandfather""]"	"[""dad"",""bad"",""did"",""dog"",""mom""]"	"[{""word"":""father"",""note"":""dad is casual; father is more formal""}]"	[]
100145	1	grandfather	祖父	the father of your mother or father	My grandfather tells funny stories.	祖父はおもしろい話をしてくれます。	noun	1	4	"[""祖父"",""祖母"",""父"",""母"",""おじ""]"	"[""grandfather"",""grandmother"",""father"",""mother"",""uncle""]"	"[""grandfather"",""grandmother"",""grandparent"",""father"",""brother""]"	"[{""word"":""grandpa"",""note"":""くだけた「おじいちゃん」。""}]"	[]
100146	1	like	好き	to think something is good	I like music.	私は音楽が好きです。	verb	1	5	"[""好き"",""嫌い"",""必要だ"",""欲しい"",""知っている""]"	"[""like"",""hate"",""need"",""want"",""know""]"	"[""like"",""light"",""lake"",""lock"",""love""]"	"[{""word"":""enjoy"",""note"":""活動などを楽しむ。""}]"	"[{""word"":""hate"",""note"":""とても嫌うこと。""}]"
100147	1	happy	うれしい	feeling glad or pleased	I am happy to see you.	あなたに会えてうれしいです。	adjective	1	5	"[""うれしい"",""悲しい"",""怒っている"",""疲れている"",""忙しい""]"	"[""happy"",""sad"",""angry"",""tired"",""busy""]"	"[""happy"",""puppy"",""heavy"",""hobby"",""sad""]"	"[{""word"":""glad"",""note"":""うれしい気持ちを表す。""}]"	"[{""word"":""sad"",""note"":""悲しい気持ちを表す。""}]"
100148	1	sad	悲しい	feeling unhappy	She was sad after the game.	彼女は試合の後で悲しかったです。	adjective	1	5	"[""悲しい"",""うれしい"",""怒った"",""疲れた"",""心配な""]"	"[""sad"",""happy"",""angry"",""tired"",""worried""]"	"[""sad"",""sand"",""said"",""sat"",""happy""]"	"[{""word"":""unhappy"",""note"":""うれしくない状態。""}]"	"[{""word"":""happy"",""note"":""うれしい気持ちを表す。""}]"
100149	1	daughter	娘	a person's female child	Their daughter goes to school.	彼らの娘は学校へ通っています。	noun	1	4	"[""娘"",""息子"",""母"",""父"",""両親""]"	"[""daughter"",""son"",""mother"",""father"",""parent""]"	"[""daughter"",""doctor"",""dollar"",""water"",""son""]"	[]	"[{""word"":""son"",""note"":""同じ『子ども』だが、son は『息子』""}]"
100150	1	mother	母	a female parent	My mother makes breakfast every morning.	私の母は毎朝朝食を作ります。	noun	1	5	"[""母"",""父"",""姉妹"",""祖母"",""おば""]"	"[""mother"",""father"",""sister"",""grandmother"",""aunt""]"	"[""mother"",""brother"",""other"",""another"",""father""]"	"[{""word"":""mom"",""note"":""主に口語で使う、よりくだけた言い方""},{""word"":""mum"",""note"":""主にイギリス英語で使う""}]"	"[{""word"":""father"",""note"":""性別の対になる親""}]"
100151	1	sister	姉・妹	a female child of the same parents	My sister plays tennis.	私の姉はテニスをします。	noun	1	5	"[""姉・妹"",""兄・弟"",""母"",""娘"",""いとこ""]"	"[""sister"",""brother"",""mother"",""daughter"",""cousin""]"	"[""sister"",""system"",""singer"",""silver"",""brother""]"	[]	"[{""word"":""brother"",""note"":""男性のきょうだい""}]"
100152	1	May	5月	the fifth month of the year	My birthday is in May.	私の誕生日は5月です。	noun	1	5	"[""5月"",""3月"",""4月"",""6月"",""7月""]"	"[""May"",""March"",""April"",""June"",""July""]"	"[""May"",""main"",""made"",""name"",""June""]"	[]	[]
100153	1	movie	映画	a story shown on a screen	We watched a movie after dinner.	私たちは夕食のあとで映画を見ました。	noun	1	5	"[""映画"",""音楽"",""本"",""写真"",""試合""]"	"[""movie"",""song"",""book"",""photo"",""game""]"	"[""movie"",""music"",""moving"",""muffin"",""book""]"	"[{""word"":""film"",""note"":""movieとほぼ同じ意味。""}]"	[]
100154	1	breakfast	朝食	the first meal of the day	I eat breakfast at seven.	私は7時に朝食を食べます。	noun	1	5	"[""朝食"",""昼食"",""夕食"",""軽食"",""食事""]"	"[""breakfast"",""lunch"",""dinner"",""snack"",""meal""]"	"[""breakfast"",""backpack"",""blackboard"",""bread"",""dinner""]"	[]	[]
100155	1	nice to meet you	はじめまして	said when meeting someone for the first time	Hi, I'm Ken. Nice to meet you.	こんにちは、私はケンです。はじめまして。	phrase	1	5	"[""はじめまして"",""こんにちは"",""さようなら"",""ありがとう"",""おやすみ""]"	"[""nice to meet you"",""hello"",""goodbye"",""thank you"",""good night""]"	"[""nice to meet you"",""nice to see you"",""good morning"",""thank you"",""see you later""]"	"[{""word"":""pleased to meet you"",""note"":""より丁寧な表現。""}]"	[]
100156	1	January	1月	the first month of the year	My birthday is in January.	私の誕生日は1月です。	noun	1	5	"[""1月"",""2月"",""3月"",""4月"",""12月""]"	"[""January"",""February"",""March"",""April"",""December""]"	"[""January"",""February"",""general"",""jacket"",""December""]"	[]	[]
100157	1	Saturday	土曜日	the day after Friday	We play soccer on Saturday.	私たちは土曜日にサッカーをします。	noun	1	5	"[""土曜日"",""日曜日"",""金曜日"",""月曜日"",""水曜日""]"	"[""Saturday"",""Sunday"",""Friday"",""Monday"",""Wednesday""]"	"[""Saturday"",""Sunday"",""student"",""stadium"",""Friday""]"	[]	[]
100158	1	plate	皿	a flat dish for food	Put the sandwich on the plate.	サンドイッチをその皿にのせてください。	noun	1	4	"[""皿"",""茶わん"",""コップ"",""フォーク"",""お盆""]"	"[""plate"",""bowl"",""cup"",""fork"",""tray""]"	"[""plate"",""play"",""plane"",""place"",""bowl""]"	"[{""word"":""dish"",""note"":""食べ物を入れる器を広く表す。""}]"	[]
100159	1	meat	肉	animal flesh eaten as food	We eat meat for dinner.	私たちは夕食に肉を食べます。	noun	1	4	"[""肉"",""魚"",""野菜"",""果物"",""米""]"	"[""meat"",""fish"",""vegetable"",""fruit"",""rice""]"	"[""meat"",""melt"",""mint"",""milk"",""fish""]"	[]	[]
100160	1	river	川	a natural stream of water	The river runs through the town.	その川は町の中を流れています。	noun	1	4	"[""川"",""湖"",""海"",""池"",""小川""]"	"[""river"",""lake"",""sea"",""pond"",""stream""]"	"[""river"",""liver"",""rider"",""ribbon"",""lake""]"	"[{""word"":""stream"",""note"":""riverより小さい川に使うことが多い。""}]"	[]
100161	1	corn	トウモロコシ	a tall plant with yellow seeds	We ate corn with dinner.	私たちは夕食にトウモロコシを食べました。	noun	1	3	"[""トウモロコシ"",""小麦"",""米"",""豆"",""じゃがいも""]"	"[""corn"",""wheat"",""rice"",""bean"",""potato""]"	"[""corn"",""cord"",""core"",""cone"",""rice""]"	[]	[]
100162	1	egg	卵	an oval food from a bird	I eat an egg for breakfast.	私は朝食に卵を1つ食べます。	noun	1	5	"[""卵"",""牛乳"",""パン"",""米"",""チーズ""]"	"[""egg"",""milk"",""bread"",""rice"",""cheese""]"	"[""egg"",""edge"",""leg"",""bag"",""milk""]"	[]	[]
100163	1	April	4月	the fourth month of the year	School starts in April in Japan.	日本では学校は4月に始まります。	noun	1	4	"[""4月"",""3月"",""5月"",""6月"",""7月""]"	"[""April"",""March"",""May"",""June"",""July""]"	"[""April"",""apple"",""able"",""August"",""March""]"	[]	[]
100164	1	donut	ドーナツ	a sweet ring-shaped cake	I ate a donut after lunch.	私は昼食後にドーナツを食べました。	noun	1	3	"[""ドーナツ"",""クッキー"",""ケーキ"",""パン"",""あめ""]"	"[""donut"",""cookie"",""cake"",""bread"",""candy""]"	"[""donut"",""dozen"",""dollar"",""dinner"",""cookie""]"	"[{""word"":""doughnut"",""note"":""同じ語の別のつづり。""}]"	[]
100165	1	face	顔	the front part of your head	She washes her face every morning.	彼女は毎朝顔を洗います。	noun	1	5	"[""顔"",""首"",""頭"",""腕"",""手""]"	"[""face"",""neck"",""head"",""arm"",""hand""]"	"[""face"",""fame"",""safe"",""phase"",""head""]"	[]	[]
100166	1	ice cream	アイスクリーム	a sweet frozen food	I eat ice cream after dinner.	私は夕食の後にアイスクリームを食べます。	noun	1	4	"[""アイスクリーム"",""ケーキ"",""ジュース"",""パン"",""スープ""]"	"[""ice cream"",""cake"",""juice"",""bread"",""soup""]"	"[""ice cream"",""ice skate"",""cream"",""screen"",""cake""]"	[]	[]
100167	1	snow	雪	soft white ice from the sky	The snow is very deep.	雪がとても深く積もっています。	noun	1	4	"[""雪"",""雨"",""風"",""雲"",""霧""]"	"[""snow"",""rain"",""wind"",""cloud"",""fog""]"	"[""snow"",""slow"",""smoke"",""stone"",""rain""]"	[]	[]
100168	1	juice	ジュース	a drink made from fruit	I drink orange juice every morning.	私は毎朝オレンジジュースを飲みます。	noun	1	4	"[""ジュース"",""牛乳"",""水"",""お茶"",""スープ""]"	"[""juice"",""milk"",""water"",""tea"",""soup""]"	"[""juice"",""choose"",""June"",""jeans"",""milk""]"	[]	[]
100169	1	party	パーティー	a fun event with other people	We had a party last night.	私たちは昨夜パーティーをしました。	noun	1	5	"[""パーティー"",""会議"",""試合"",""旅行"",""授業""]"	"[""party"",""meeting"",""game"",""trip"",""class""]"	"[""party"",""part"",""pretty"",""forty"",""meeting""]"	"[{""word"":""celebration"",""note"":""お祝いの集まり。""}]"	[]
100170	1	table	テーブル	furniture with a flat top	The book is on the table.	その本はテーブルの上にあります。	noun	1	5	"[""テーブル"",""机"",""いす"",""棚"",""床""]"	"[""table"",""desk"",""chair"",""shelf"",""floor""]"	"[""table"",""cable"",""label"",""stable"",""chair""]"	[]	[]
100171	1	bed	ベッド	furniture used for sleeping	I go to bed at nine.	私は9時に寝ます。	noun	1	5	"[""ベッド"",""机"",""いす"",""棚"",""ソファ""]"	"[""bed"",""desk"",""chair"",""shelf"",""sofa""]"	"[""bed"",""bad"",""bet"",""bell"",""chair""]"	[]	[]
100172	1	will	〜するつもりだ	used to talk about the future	I will call you tonight.	今夜あなたに電話します。	auxiliary verb	1	5	"[""〜するつもりだ"",""〜できる"",""〜しなければならない"",""〜してもよい"",""〜したい""]"	"[""will"",""can"",""must"",""may"",""want to""]"	"[""will"",""well"",""wall"",""wild"",""can""]"	[]	[]
100173	1	learn	学ぶ	to get new knowledge or skill	We learn English at school.	私たちは学校で英語を学びます。	verb	1	5	"[""学ぶ"",""教える"",""練習する"",""覚える"",""調べる""]"	"[""learn"",""teach"",""practice"",""remember"",""check""]"	"[""learn"",""turn"",""burn"",""lend"",""teach""]"	"[{""word"":""study"",""note"":""勉強して学ぶこと。""}]"	"[{""word"":""teach"",""note"":""人に教えること。""}]"
100174	1	present	現在の	happening or existing now	This is my present school.	ここが私の今の学校です。	adjective	1	5	"[""現在の"",""過去の"",""将来の"",""最近の"",""一時的な""]"	"[""present"",""past"",""future"",""recent"",""temporary""]"	"[""present"",""pleasant"",""president"",""parent"",""past""]"	"[{""word"":""current"",""note"":""今の、現在の。""}]"	"[{""word"":""past"",""note"":""過去の。""},{""word"":""future"",""note"":""これからの。""}]"
100175	1	skirt	スカート	clothing worn around the waist	She is wearing a blue skirt.	彼女は青いスカートをはいています。	noun	1	4	"[""スカート"",""ズボン"",""シャツ"",""くつ"",""ぼうし""]"	"[""skirt"",""pants"",""shirt"",""shoes"",""hat""]"	"[""skirt"",""shirt"",""skill"",""skin"",""pants""]"	[]	[]
100176	1	help	助ける	to make something easier for someone	Can you help me with my homework?	私の宿題を手伝ってくれますか。	verb	1	5	"[""助ける"",""運ぶ"",""待つ"",""使う"",""教える""]"	"[""help"",""carry"",""wait"",""use"",""teach""]"	"[""help"",""held"",""hope"",""half"",""carry""]"	"[{""word"":""support"",""note"":""人を助けたり支えたりする。""}]"	"[{""word"":""harm"",""note"":""人や物に害を与える。""}]"
100177	1	sell	売る	to give something for money	They sell fresh bread every morning.	彼らは毎朝焼きたてのパンを売ります。	verb	1	5	"[""売る"",""買う"",""借りる"",""送る"",""作る""]"	"[""sell"",""buy"",""lend"",""send"",""make""]"	"[""sell"",""shell"",""cell"",""self"",""buy""]"	[]	"[{""word"":""buy"",""note"":""お金を払って買うこと。""}]"
100178	1	teach	教える	to help someone learn	My father teaches me math after dinner.	父は夕食後に私に数学を教えてくれます。	verb	1	5	"[""教える"",""学ぶ"",""聞く"",""答える"",""練習する""]"	"[""teach"",""learn"",""ask"",""answer"",""practice""]"	"[""teach"",""reach"",""team"",""cheap"",""learn""]"	"[{""word"":""instruct"",""note"":""やや硬い「教える」。""}]"	"[{""word"":""learn"",""note"":""教わって学ぶこと。""}]"
100179	1	window	窓	a glass opening in a wall	Please open the window.	窓を開けてください。	noun	1	5	"[""窓"",""ドア"",""壁"",""天井"",""床""]"	"[""window"",""door"",""wall"",""ceiling"",""floor""]"	"[""window"",""winter"",""winner"",""windy"",""door""]"	[]	[]
100180	1	bottle	びん	a container for liquids	She drank water from a bottle.	彼女はびんから水を飲みました。	noun	1	4	"[""びん"",""こっぷ"",""さら"",""はこ"",""かん""]"	"[""bottle"",""cup"",""plate"",""box"",""can""]"	"[""bottle"",""bottom"",""button"",""borrow"",""cup""]"	[]	[]
100181	1	visit	訪れる	to go see a person or place	We will visit our grandparents this Sunday.	私たちは今度の日曜日に祖父母を訪れます。	verb	1	4	"[""訪れる"",""招待する"",""会う"",""出発する"",""滞在する""]"	"[""visit"",""invite"",""meet"",""leave"",""stay""]"	"[""visit"",""busy"",""vivid"",""visa"",""stay""]"	"[{""word"":""see"",""note"":""人に会いに行く意味でも使う。""}]"	[]
100182	1	well	よく	in a good way	She speaks English well.	彼女は英語を上手に話します。	adverb	1	5	"[""よく"",""速く"",""静かに"",""たいてい"",""すぐに""]"	"[""well"",""fast"",""quietly"",""usually"",""soon""]"	"[""well"",""will"",""wall"",""wheel"",""badly""]"	[]	"[{""word"":""badly"",""note"":""うまくない方法で。""}]"
100183	1	fine	元気な	healthy and feeling good	I feel fine today.	今日は元気です。	adjective	1	5	"[""元気な"",""眠い"",""忙しい"",""静かな"",""有名な""]"	"[""fine"",""sleepy"",""busy"",""quiet"",""famous""]"	"[""fine"",""find"",""line"",""time"",""sick""]"	"[{""word"":""well"",""note"":""「元気な」の意味で近い。""}]"	"[{""word"":""sick"",""note"":""体調が悪い状態。""}]"
100184	1	bye	さようなら	said when leaving someone	I said bye to my friend.	私は友だちにさようならと言いました。	interjection	1	5	"[""さようなら"",""こんにちは"",""おはよう"",""ありがとう"",""ごめんね""]"	"[""bye"",""hello"",""good morning"",""thanks"",""sorry""]"	"[""bye"",""pie"",""my"",""high"",""hello""]"	"[{""word"":""goodbye"",""note"":""byeより少し丁寧な表現。""}]"	[]
100185	1	catch	つかまえる	to stop and hold something moving	Can you catch the ball?	そのボールをつかまえられますか。	verb	1	5	"[""つかまえる"",""投げる"",""落とす"",""ける"",""運ぶ""]"	"[""catch"",""throw"",""drop"",""kick"",""carry""]"	"[""catch"",""cash"",""cat"",""camp"",""throw""]"	"[{""word"":""grab"",""note"":""すばやくつかむ。""}]"	"[{""word"":""drop"",""note"":""手から落とす。""}]"
100186	1	take	持っていく	to carry something to another place	Please take this bag to my room.	このバッグを私の部屋に持って行ってください。	verb	1	5	"[""持っていく"",""持ってくる"",""置いていく"",""送る"",""借りる""]"	"[""take"",""bring"",""leave"",""send"",""borrow""]"	"[""take"",""talk"",""tape"",""make"",""bring""]"	"[{""word"":""carry"",""note"":""物を持って運ぶ。""}]"	"[{""word"":""bring"",""note"":""話し手の所へ持ってくる。""}]"
100187	1	grandparents	祖父母	your grandmothers and grandfathers	My grandparents live in Osaka.	私の祖父母は大阪に住んでいます。	noun	1	3	"[""祖父母"",""両親"",""親戚"",""兄弟"",""子どもたち""]"	"[""grandparents"",""parents"",""relatives"",""brothers"",""children""]"	"[""grandparents"",""grandfather"",""grandmother"",""parents"",""family""]"	[]	[]
100188	1	long	長い	having a great length	This bridge is very long.	この橋はとても長いです。	adjective	1	5	"[""長い"",""短い"",""広い"",""高い"",""重い""]"	"[""long"",""short"",""wide"",""tall"",""heavy""]"	"[""long"",""wrong"",""song"",""strong"",""short""]"	[]	"[{""word"":""short"",""note"":""長さが短い。""}]"
100189	1	welcome	ようこそ	used to greet someone arriving	Welcome to our school.	私たちの学校へようこそ。	interjection	1	5	"[""ようこそ"",""こんにちは"",""さようなら"",""ありがとう"",""おやすみ""]"	"[""welcome"",""hello"",""goodbye"",""thanks"",""sorry""]"	"[""welcome"",""weekend"",""window"",""winner"",""hello""]"	[]	[]
100190	1	club	クラブ	a group with the same interest	She joined the tennis club.	彼女はテニスクラブに入りました。	noun	1	4	"[""クラブ"",""授業"",""学校"",""家"",""公園""]"	"[""club"",""class"",""school"",""house"",""park""]"	"[""club"",""clap"",""crab"",""crop"",""class""]"	"[{""word"":""group"",""note"":""人の集まりを広く表す。""}]"	[]
100191	1	family	家族	people related to each other	I love my family.	私は家族が大好きです。	noun	1	5	"[""家族"",""友達"",""親せき"",""両親"",""兄弟""]"	"[""family"",""friend"",""relative"",""parents"",""brother""]"	"[""family"",""finally"",""famous"",""factory"",""friend""]"	[]	[]
100192	1	class	授業	a lesson at school	We have English class today.	今日は英語の授業があります。	noun	1	5	"[""授業"",""学年"",""教室"",""科目"",""休み時間""]"	"[""class"",""grade"",""classroom"",""subject"",""break""]"	"[""class"",""glass"",""grass"",""clock"",""lesson""]"	"[{""word"":""lesson"",""note"":""学校などの授業。""}]"	[]
100193	1	team	チーム	people playing or working together	Our team won the game.	私たちのチームはその試合に勝ちました。	noun	1	5	"[""チーム"",""家族"",""授業"",""パーティー"",""学校""]"	"[""team"",""family"",""class"",""party"",""school""]"	"[""team"",""teen"",""term"",""time"",""group""]"	"[{""word"":""group"",""note"":""人の集まりを広く表す。""}]"	[]
100194	1	hair	髪	what grows on your head	She has long black hair.	彼女は長い黒髪です。	noun	1	5	"[""髪"",""顔"",""首"",""肩"",""ひげ""]"	"[""hair"",""face"",""neck"",""shoulder"",""beard""]"	"[""hair"",""hail"",""care"",""chair"",""head""]"	[]	[]
100195	1	six	6、六	the number 6	I have six pencils.	私は鉛筆を6本持っています。	number	1	5	"[""6、六"",""五"",""七"",""八"",""九""]"	"[""six"",""five"",""seven"",""eight"",""nine""]"	"[""six"",""sick"",""sink"",""sit"",""seven""]"	[]	[]
100196	1	fifty	50	the number 50	My father is fifty years old.	私の父は50歳です。	number	1	4	"[""50"",""40"",""15"",""60"",""70""]"	"[""fifty"",""forty"",""fifteen"",""sixty"",""seventy""]"	"[""fifty"",""fifteen"",""sixty"",""city"",""family""]"	[]	[]
100197	1	glove	手袋	a covering for one hand	This glove is too small.	この手袋は小さすぎます。	noun	1	3	"[""手袋"",""帽子"",""靴下"",""上着"",""くつ""]"	"[""glove"",""hat"",""sock"",""jacket"",""shoe""]"	"[""glove"",""globe"",""glow"",""glad"",""hat""]"	[]	[]
100198	1	give	与える	to hand something to someone	Please give me the book.	その本を私にください。	verb	1	5	"[""与える"",""受け取る"",""借りる"",""送る"",""見せる""]"	"[""give"",""take"",""lend"",""send"",""show""]"	"[""give"",""gift"",""guess"",""get"",""take""]"	"[{""word"":""hand"",""note"":""人に手渡す。""}]"	"[{""word"":""take"",""note"":""物を取る、持っていく。""}]"
100199	1	smile	笑顔	a happy look on your face	She gave me a warm smile.	彼女は私に温かいほほえみを向けた。	noun	1	4	"[""笑顔"",""涙"",""怒り"",""声"",""手""]"	"[""smile"",""tear"",""anger"",""voice"",""hand""]"	"[""smile"",""small"",""smell"",""snow"",""laugh""]"	"[{""word"":""grin"",""note"":""歯を見せる大きな笑顔。""}]"	"[{""word"":""frown"",""note"":""顔をしかめること。""}]"
100200	1	heavy	重い	weighing a lot	This box is very heavy.	この箱はとても重いです。	adjective	1	4	"[""重い"",""軽い"",""厚い"",""深い"",""硬い""]"	"[""heavy"",""light"",""thick"",""deep"",""hard""]"	"[""heavy"",""happy"",""hobby"",""light"",""thick""]"	[]	"[{""word"":""light"",""note"":""重さが軽い。""}]"
100201	1	strong	強い	having a lot of power	My brother is very strong.	私の兄はとても強いです。	adjective	1	5	"[""強い"",""弱い"",""速い"",""重い"",""軽い""]"	"[""strong"",""weak"",""fast"",""heavy"",""light""]"	"[""strong"",""strange"",""street"",""weak"",""fast""]"	[]	"[{""word"":""weak"",""note"":""力が弱い。""}]"
100202	1	wear	身に着けている	to have clothes on your body	She wears a blue hat.	彼女は青い帽子をかぶっています。	verb	1	5	"[""身に着けている"",""脱ぐ"",""洗う"",""選ぶ"",""運ぶ""]"	"[""wear"",""take off"",""wash"",""choose"",""carry""]"	"[""wear"",""word"",""work"",""warm"",""wall""]"	"[{""word"":""have on"",""note"":""服などを身に着けている。""}]"	"[{""word"":""take off"",""note"":""身に着けた物を脱ぐ。""}]"
100203	1	enjoy	楽しむ	to have fun doing something	I enjoy reading books.	私は本を読むことを楽しみます。	verb	1	5	"[""楽しむ"",""嫌う"",""集める"",""選ぶ"",""運ぶ""]"	"[""enjoy"",""hate"",""collect"",""choose"",""carry""]"	"[""enjoy"",""annoy"",""employ"",""hate"",""collect""]"	"[{""word"":""like"",""note"":""好きであることを表す。""}]"	"[{""word"":""hate"",""note"":""とても嫌うことを表す。""}]"
100204	1	play	遊ぶ	to have fun with games or toys	The children play in the park.	子どもたちは公園で遊びます。	verb	1	5	"[""遊ぶ"",""歩く"",""走る"",""歌う"",""泳ぐ""]"	"[""play"",""walk"",""run"",""sing"",""swim""]"	"[""play"",""pray"",""plane"",""walk"",""run""]"	"[{""word"":""have fun"",""note"":""よりくだけた言い方で、遊んで楽しむことを表す""}]"	[]
100205	1	know	知っている	to have information about something	I know her name.	私は彼女の名前を知っています。	verb	1	5	"[""知っている"",""忘れる"",""尋ねる"",""見せる"",""作る""]"	"[""know"",""forget"",""ask"",""show"",""make""]"	"[""know"",""snow"",""show"",""forget"",""ask""]"	[]	[]
100206	1	busy	忙しい	having a lot to do	I am busy today.	私は今日忙しいです。	adjective	1	5	"[""忙しい"",""ひまな"",""元気な"",""静かな"",""有名な""]"	"[""busy"",""free"",""tired"",""quiet"",""famous""]"	"[""busy"",""dizzy"",""easy"",""free"",""tired""]"	[]	"[{""word"":""free"",""note"":""時間が空いている。""}]"
100207	1	hat	帽子	something you wear on your head	He is wearing a red hat.	彼は赤い帽子をかぶっています。	noun	1	5	"[""帽子"",""くつ"",""シャツ"",""手袋"",""上着""]"	"[""hat"",""shoe"",""shirt"",""glove"",""coat""]"	"[""hat"",""hot"",""hut"",""shoe"",""shirt""]"	"[{""word"":""cap"",""note"":""つばのある帽子。""}]"	[]
100208	1	listen	聞く	to pay attention to a sound	Please listen to the teacher.	先生の話を聞いてください。	verb	1	5	"[""聞く"",""話す"",""読む"",""書く"",""見る""]"	"[""listen"",""speak"",""read"",""write"",""look""]"	"[""listen"",""lesson"",""list"",""speak"",""read""]"	[]	[]
100209	1	coat	コート	warm clothes worn over other clothes	She is wearing a warm coat.	彼女は暖かいコートを着ています。	noun	1	4	"[""コート"",""ジャケット"",""セーター"",""手袋"",""帽子""]"	"[""coat"",""jacket"",""sweater"",""gloves"",""hat""]"	"[""coat"",""code"",""cold"",""jacket"",""sweater""]"	[]	[]
100210	1	hi	やあ	a friendly greeting	Hi, Ken. How are you?	やあ、ケン。元気ですか。	interjection	1	5	"[""やあ"",""さようなら"",""ありがとう"",""ごめんなさい"",""おやすみ""]"	"[""hi"",""bye"",""thanks"",""sorry"",""good night""]"	"[""hi"",""hey"",""he"",""bye"",""thanks""]"	"[{""word"":""hello"",""note"":""一般的なあいさつ。""}]"	[]
100211	1	nurse	看護師	a person who helps sick people	The nurse helped my grandmother.	その看護師は私の祖母を助けました。	noun	1	4	"[""看護師"",""医者"",""患者"",""教師"",""警察官""]"	"[""nurse"",""doctor"",""patient"",""teacher"",""police officer""]"	"[""nurse"",""verse"",""north"",""doctor"",""patient""]"	[]	[]
100212	1	up	上へ	to or in a higher place	Look up at the sky.	空を見上げて。	adverb	1	1	"[""上へ"",""下へ"",""中へ"",""外へ"",""前へ""]"	"[""up"",""down"",""in"",""out"",""ahead""]"	"[""up"",""cup"",""us"",""down"",""in""]"	[]	"[{""word"":""down"",""note"":""反対方向を表す基本語""}]"
100213	1	hot	熱い	having a high temperature	The soup is very hot.	そのスープはとても熱いです。	adjective	1	5	"[""熱い"",""冷たい"",""暖かい"",""ぬるい"",""寒い""]"	"[""hot"",""cold"",""warm"",""cool"",""freezing""]"	"[""hot"",""hat"",""hut"",""cold"",""warm""]"	[]	"[{""word"":""cold"",""note"":""温度が低い。""}]"
100214	1	tall	背が高い	having a greater height than usual	My brother is very tall.	私の兄はとても背が高いです。	adjective	1	5	"[""背が高い"",""低い"",""若い"",""細い"",""強い""]"	"[""tall"",""short"",""young"",""thin"",""strong""]"	"[""tall"",""tool"",""tell"",""short"",""young""]"	[]	"[{""word"":""short"",""note"":""背が低い。""}]"
100215	1	mountain	山	a very high area of land	We climbed the mountain last summer.	私たちは去年の夏、その山に登りました。	noun	1	4	"[""山"",""丘"",""川"",""森"",""谷""]"	"[""mountain"",""hill"",""river"",""forest"",""valley""]"	"[""mountain"",""fountain"",""captain"",""hill"",""river""]"	[]	[]
