no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
300175	3	skin	皮膚	the outer part of a person's or animal's body	My skin gets dry in winter.	私の皮膚は冬に乾燥します。	noun	3	3	"[""皮膚"",""骨"",""血"",""髪"",""歯""]"	"[""skin"",""bone"",""blood"",""hair"",""tooth""]"	"[""skin"",""skirt"",""skip"",""sky"",""spin""]"	[]	[]
300176	3	textbook	教科書	a book used for studying at school	I forgot my textbook at school.	私は教科書を学校に忘れました。	noun	3	3	"[""教科書"",""辞書"",""小説"",""雑誌"",""地図""]"	"[""textbook"",""dictionary"",""novel"",""magazine"",""map""]"	"[""textbook"",""test"",""notebook"",""desk"",""ticket""]"	[]	[]
300177	3	guidebook	案内書	a book with information for travelers or visitors	We bought a guidebook for Kyoto.	私たちは京都の案内書を買いました。	noun	4	2	"[""案内書"",""教科書"",""辞書"",""日記"",""新聞""]"	"[""guidebook"",""textbook"",""dictionary"",""diary"",""newspaper""]"	"[""guidebook"",""good"",""girl"",""game"",""gate""]"	[]	[]
300178	3	encyclopedia	百科事典	a book that gives information about many things	I looked it up in the encyclopedia.	私はそれを百科事典で調べました。	noun	5	2	"[""百科事典"",""辞書"",""教科書"",""小説"",""雑誌""]"	"[""encyclopedia"",""dictionary"",""textbook"",""novel"",""magazine""]"	"[""encyclopedia"",""engineer"",""energy"",""end"",""enter""]"	[]	[]
300179	3	reservation	予約	an arrangement to keep a seat or room	I made a reservation for dinner.	私は夕食の予約をしました。	noun	3	3	"[""予約"",""注文"",""案内"",""計画"",""準備""]"	"[""reservation"",""order"",""guidance"",""plan"",""preparation""]"	"[""reservation"",""presentation"",""vacation"",""celebration"",""relation""]"	"[{""word"":""booking"",""note"":""特に席や部屋の予約で使う""}]"	[]
300180	3	manager	支配人、管理者	a person who leads a business or team	The manager helped us at the hotel.	その支配人はホテルで私たちを助けてくれました。	noun	2	3	"[""支配人、管理者"",""店員"",""客"",""医者"",""運転手""]"	"[""manager"",""clerk"",""customer"",""doctor"",""driver""]"	"[""manager"",""message"",""major"",""manner"",""danger""]"	"[{""word"":""boss"",""note"":""よりくだけた言い方""}]"	[]
300181	3	A as well as B	BだけでなくAも	A in addition to B	She plays tennis as well as soccer.	彼女はサッカーだけでなくテニスもします。	conjunction phrase	3	3	"[""BだけでなくAも"",""Aの前にB"",""AのあとでB"",""Aの間にB"",""AのためにB""]"	"[""A as well as B"",""B before A"",""B after A"",""B during A"",""B for A""]"	"[""A as well as B"",""as long as B"",""as soon as B"",""all of A and B"",""always A and B""]"	"[{""word"":""and also"",""note"":""よりやさしい言い方""}]"	[]
300182	3	chin	あご	the part of your face below your mouth	He touched his chin with his hand.	彼は手であごに触れた。	noun	3	3	"[""あご"",""ひざ"",""ひじ"",""くび"",""ほお""]"	"[""chin"",""knee"",""elbow"",""neck"",""cheek""]"	"[""chin"",""chain"",""cheek"",""chip"",""shin""]"	[]	[]
300183	3	square	正方形	a shape with four equal sides	Draw a square on the paper.	紙に正方形をかきなさい。	noun	3	3	"[""正方形"",""三角形"",""円"",""長方形"",""星""]"	"[""square"",""triangle"",""circle"",""rectangle"",""star""]"	"[""square"",""stair"",""skirt"",""school"",""score""]"	[]	[]
300184	3	cage	おり	a place made of bars for keeping animals or birds	The bird is in the cage.	その鳥はおりの中にいる。	noun	3	2	"[""おり"",""巣"",""池"",""小屋"",""庭""]"	"[""cage"",""nest"",""pond"",""shed"",""yard""]"	"[""cage"",""cake"",""case"",""page"",""gate""]"	[]	[]
300185	3	courage	勇気	the ability to do something brave	She showed great courage in the game.	彼女はその試合で大きな勇気を見せた。	noun	3	3	"[""勇気"",""希望"",""努力"",""平和"",""約束""]"	"[""courage"",""hope"",""effort"",""peace"",""promise""]"	"[""courage"",""college"",""carrot"",""corner"",""cottage""]"	"[{""word"":""bravery"",""note"":""より直接的に「勇敢さ」""}]"	"[{""word"":""fear"",""note"":""おそれ""}]"
300186	3	heroine	女性の主人公、ヒロイン	the main female character in a story	She is the heroine of this movie.	彼女はこの映画のヒロインです。	noun	3	2	"[""女性の主人公、ヒロイン"",""男性の主人公"",""女優"",""王女"",""少女""]"	"[""heroine"",""hero"",""actress"",""princess"",""girl""]"	"[""heroine"",""hero"",""helium"",""holiday"",""yellow""]"	[]	[]
300187	3	destroy	こわす	to damage something very badly	The fire destroyed the old house.	その火事は古い家をこわした。	verb	3	3	"[""こわす"",""建てる"",""運ぶ"",""見つける"",""集める""]"	"[""destroy"",""build"",""carry"",""find"",""collect""]"	"[""destroy"",""decide"",""describe"",""design"",""display""]"	"[{""word"":""break"",""note"":""destroy より基本的で広い意味""}]"	"[{""word"":""build"",""note"":""建てる""}]"
300188	3	lung	肺	one of the organs used for breathing	Smoking is bad for your lungs.	喫煙は肺に悪いです。	noun	3	3	"[""肺"",""心臓"",""胃"",""脳"",""骨""]"	"[""lung"",""heart"",""stomach"",""brain"",""bone""]"	"[""lung"",""long"",""rang"",""run"",""land""]"	[]	[]
300189	3	gather	集める	to bring things or people together	Please gather the books on the desk.	机の上の本を集めてください。	verb	4	3	"[""集める"",""運ぶ"",""数える"",""開ける"",""洗う""]"	"[""gather"",""carry"",""count"",""open"",""wash""]"	"[""gather"",""father"",""garden"",""getter"",""rather""]"	"[{""word"":""collect"",""note"":""物を集めるときによく使う""}]"	[]
300190	3	however	しかし	used to show a contrast	I was tired; however, I finished my homework.	私は疲れていました。しかし、宿題を終えました。	adverb	3	4	"[""しかし"",""だから"",""そして"",""たぶん"",""すぐに""]"	"[""however"",""therefore"",""and"",""maybe"",""soon""]"	"[""however"",""whoever"",""hover"",""how"",""hour""]"	"[{""word"":""but"",""note"":""howeverより口語的""}]"	[]
300191	3	trade	貿易	buying and selling goods between people or countries	Japan does a lot of trade with other countries.	日本はほかの国々とたくさんの貿易をしています。	noun	3	3	"[""貿易"",""旅行"",""会話"",""試合"",""宿題""]"	"[""trade"",""travel"",""talk"",""game"",""homework""]"	"[""trade"",""train"",""tray"",""grade"",""tried""]"	"[{""word"":""business"",""note"":""より広い意味で「商売」""}]"	[]
300192	3	possible	可能な	able to be done or to happen	Is it possible to finish this today?	これを今日終えることは可能ですか。	adjective	3	4	"[""可能な"",""必要な"",""有名な"",""簡単な"",""安全な""]"	"[""possible"",""necessary"",""famous"",""easy"",""safe""]"	"[""possible"",""popular"",""powerful"",""careful"",""special""]"	[]	"[{""word"":""impossible"",""note"":""「不可能な」""}]"
300193	3	dangerous	危険な	not safe and likely to cause harm	It is dangerous to swim here.	ここで泳ぐのは危険です。	adjective	3	4	"[""危険な"",""静かな"",""有名な"",""親切な"",""簡単な""]"	"[""dangerous"",""quiet"",""famous"",""kind"",""easy""]"	"[""dangerous"",""generous"",""different"",""delicious"",""curious""]"	[]	"[{""word"":""safe"",""note"":""安全な""}]"
300194	3	impossible	不可能な	not able to happen or be done	It is impossible to finish this in an hour.	これを1時間で終えるのは不可能です。	adjective	3	3	"[""不可能な"",""重要な"",""危険な"",""簡単な"",""有名な""]"	"[""impossible"",""important"",""dangerous"",""easy"",""famous""]"	"[""impossible"",""important"",""impolite"",""improve"",""imagine""]"	[]	"[{""word"":""possible"",""note"":""できる、起こりうる""}]"
300195	3	call off ~	～を中止する	to stop an event or plan	They called off the game because of rain.	彼らは雨のため試合を中止しました。	phrasal verb	4	3	"[""～を中止する"",""～を計画する"",""～を始める"",""～を続ける"",""～を説明する""]"	"[""call off ~"",""plan ~"",""start ~"",""continue ~"",""explain ~""]"	"[""call off ~"",""cut off ~"",""turn off ~"",""carry on ~"",""call up ~""]"	"[{""word"":""cancel"",""note"":""予定などを取り消す""}]"	[]
300196	3	deaf	耳が聞こえない	unable to hear well or at all	The old dog is deaf now.	その年をとった犬は今、耳が聞こえません。	adjective	4	2	"[""耳が聞こえない"",""目が見えない"",""疲れた"",""静かな"",""病気の""]"	"[""deaf"",""blind"",""tired"",""quiet"",""sick""]"	"[""deaf"",""deep"",""death"",""desk"",""safe""]"	[]	[]
300197	3	blind	目の見えない	unable to see	The blind man walked with a dog.	その目の見えない男性は犬と一緒に歩いた。	adjective	3	3	"[""目の見えない"",""若い"",""忙しい"",""有名な"",""親切な""]"	"[""blind"",""young"",""busy"",""famous"",""kind""]"	"[""blind"",""bland"",""blue"",""bring"",""bright""]"	[]	"[{""word"":""sighted"",""note"":""目が見える""}]"
300198	3	vehicle	乗り物	something used for carrying people or things	This vehicle can carry many people.	この乗り物は多くの人を運べます。	noun	4	2	"[""乗り物"",""建物"",""道具"",""荷物"",""機械""]"	"[""vehicle"",""building"",""tool"",""baggage"",""machine""]"	"[""vehicle"",""visitor"",""violin"",""vacant"",""visual""]"	[]	[]
300199	3	perform	演じる、上演する	to act, play, or do something in front of people	They will perform on the school stage.	彼らは学校の舞台で演じます。	verb	4	2	"[""演じる、上演する"",""集める"",""選ぶ"",""運ぶ"",""調べる""]"	"[""perform"",""collect"",""choose"",""carry"",""check""]"	"[""perform"",""perfect"",""prepare"",""protect"",""prefer""]"	"[{""word"":""act"",""note"":""劇などで演じる""}]"	[]
300200	3	traffic	交通、交通量	cars, buses, and other vehicles on a road	There is a lot of traffic this morning.	今朝は交通量がとても多いです。	noun	3	3	"[""交通、交通量"",""天気"",""旅行"",""事故"",""地図""]"	"[""traffic"",""weather"",""travel"",""accident"",""map""]"	"[""traffic"",""tragic"",""travel"",""topic"",""tropic""]"	[]	[]
300201	3	surprising	驚くような、意外な	making you feel surprised	The news was surprising to everyone.	その知らせはみんなにとって驚くようなものでした。	adjective	4	2	"[""驚くような、意外な"",""退屈な"",""有名な"",""危険な"",""親切な""]"	"[""surprising"",""boring"",""famous"",""dangerous"",""kind""]"	"[""surprising"",""sunrise"",""supporting"",""supplies"",""survive""]"	"[{""word"":""amazing"",""note"":""より強く「すごい」の意味でも使う""}]"	[]
300202	3	wheelchair	車いす	a chair with wheels for someone who cannot walk	My grandfather uses a wheelchair.	私の祖父は車いすを使っています。	noun	4	2	"[""車いす"",""自転車"",""机"",""かばん"",""階段""]"	"[""wheelchair"",""bicycle"",""desk"",""bag"",""stairs""]"	"[""wheelchair"",""window"",""welcome"",""whistle"",""weekday""]"	[]	[]
300203	3	risk	危険、危険性	the possibility that something bad may happen	There is a risk of flooding here.	ここでは洪水の危険があります。	noun	3	3	"[""危険、危険性"",""安全"",""機会"",""計画"",""結果""]"	"[""risk"",""safety"",""chance"",""plan"",""result""]"	"[""risk"",""rice"",""ring"",""rich"",""rest""]"	"[{""word"":""danger"",""note"":""より直接的な「危険」""}]"	"[{""word"":""safety"",""note"":""安全という反対の意味""}]"
300204	3	turn left	左に曲がる	to change direction to the left	Turn left at the next corner.	次の角を左に曲がってください。	verb phrase	2	4	"[""左に曲がる"",""右に曲がる"",""まっすぐ行く"",""止まる"",""戻る""]"	"[""turn left"",""turn right"",""go straight"",""stop"",""go back""]"	"[""turn left"",""turn right"",""go left"",""keep left"",""look left""]"	[]	"[{""word"":""turn right"",""note"":""反対の方向に曲がる""}]"
300205	3	turn right	右に曲がる	to change direction to the right	Turn right at the bank.	銀行のところを右に曲がってください。	verb phrase	2	4	"[""右に曲がる"",""左に曲がる"",""まっすぐ行く"",""止まる"",""戻る""]"	"[""turn right"",""turn left"",""go straight"",""stop"",""go back""]"	"[""turn right"",""turn light"",""go right"",""walk right"",""move right""]"	[]	"[{""word"":""turn left"",""note"":""反対の方向に曲がる""}]"
300206	3	translate	翻訳する	to change words into another language	Can you translate this letter into Japanese?	この手紙を日本語に翻訳できますか。	verb	3	3	"[""翻訳する"",""説明する"",""練習する"",""借りる"",""選ぶ""]"	"[""translate"",""explain"",""practice"",""borrow"",""choose""]"	"[""translate"",""transport"",""transition"",""tradition"",""transfer""]"	[]	[]
300207	3	movement	動き、動作	a change in position or place	I saw movement behind the curtain.	私はカーテンの後ろに動きを見ました。	noun	3	2	"[""動き、動作"",""音"",""色"",""形"",""光""]"	"[""movement"",""sound"",""color"",""shape"",""light""]"	"[""movement"",""moment"",""movie"",""mountain"",""music""]"	[]	[]
300208	3	move	動く、動かす	to change place or position	Please move this chair to the window.	このいすを窓のところへ動かしてください。	verb	2	4	"[""動く、動かす"",""止まる"",""押す"",""引く"",""運ぶ""]"	"[""move"",""stop"",""push"",""pull"",""carry""]"	"[""move"",""moon"",""mood"",""mouth"",""music""]"	[]	"[{""word"":""stop"",""note"":""動くの反対""}]"
300209	3	by the way	ところで	used when you change the subject a little	By the way, where is my bag?	ところで、私のかばんはどこですか。	expression	3	3	"[""ところで"",""たとえば"",""もちろん"",""そのあとで"",""はじめに""]"	"[""by the way"",""for example"",""of course"",""after that"",""at first""]"	"[""by the way"",""right away"",""by the door"",""all the way"",""find a way""]"	[]	[]
300210	3	compare	比べる	to look for similarities and differences	Let's compare these two pictures.	この2枚の絵を比べましょう。	verb	4	3	"[""比べる"",""選ぶ"",""数える"",""集める"",""運ぶ""]"	"[""compare"",""choose"",""count"",""collect"",""carry""]"	"[""compare"",""complete"",""computer"",""company"",""compass""]"	[]	[]
300211	3	thermometer	温度計、体温計	a tool for measuring temperature	The nurse used a thermometer.	看護師は体温計を使いました。	noun	4	2	"[""温度計、体温計"",""時計"",""地図"",""辞書"",""体重計""]"	"[""thermometer"",""clock"",""map"",""dictionary"",""scale""]"	"[""thermometer"",""term"",""teacher"",""telephone"",""tomato""]"	[]	[]
300212	3	weigh	重さを量る	to find how heavy something is	Please weigh the bag.	そのかばんの重さを量ってください。	verb	3	3	"[""重さを量る"",""長さを測る"",""選ぶ"",""運ぶ"",""洗う""]"	"[""weigh"",""measure"",""pick"",""carry"",""wash""]"	"[""weigh"",""wave"",""wake"",""wait"",""wing""]"	[]	[]
300213	3	measure	測る	to find the size or amount of something	We measured the length of the table.	私たちはそのテーブルの長さを測りました。	verb	3	3	"[""測る"",""重さを量る"",""選ぶ"",""押す"",""洗う""]"	"[""measure"",""weigh"",""pick"",""push"",""wash""]"	"[""measure"",""treasure"",""pleasure"",""message"",""major""]"	[]	[]
300214	3	pick	選ぶ	to choose one thing from others	Pick a card, please.	カードを1枚選んでください。	verb	2	4	"[""選ぶ"",""重さを量る"",""長さを測る"",""押す"",""洗う""]"	"[""pick"",""weigh"",""measure"",""push"",""wash""]"	"[""pick"",""pig"",""pink"",""kick"",""pack""]"	"[{""word"":""choose"",""note"":""より一般的な語""}]"	[]
300215	3	round	丸い	having the shape of a circle	The table is round.	そのテーブルは丸いです。	adjective	3	3	"[""丸い"",""四角い"",""長い"",""短い"",""重い""]"	"[""round"",""square"",""long"",""short"",""heavy""]"	"[""round"",""road"",""room"",""sound"",""ground""]"	"[{""word"":""circular"",""note"":""ややかたい言い方""}]"	"[{""word"":""square"",""note"":""形が四角い""}]"
300216	3	grade	学年	a level in school	My sister is in the sixth grade.	私の姉は6年生です。	noun	3	3	"[""学年"",""教室"",""科目"",""試験"",""宿題""]"	"[""grade"",""classroom"",""subject"",""test"",""homework""]"	"[""grade"",""great"",""glad"",""grass"",""gray""]"	[]	[]
300217	3	appear	現れる	to come into sight	A rainbow appeared in the sky.	空に虹が現れました。	verb	4	3	"[""現れる"",""消える"",""動く"",""集まる"",""続く""]"	"[""appear"",""disappear"",""move"",""gather"",""continue""]"	"[""appear"",""apple"",""open"",""above"",""afraid""]"	"[{""word"":""show up"",""note"":""口語で『現れる』""}]"	"[{""word"":""disappear"",""note"":""見えなくなる""}]"
300218	3	be born	生まれる	to come into life at birth	I was born in Tokyo.	私は東京で生まれました。	verb phrase	3	4	"[""生まれる"",""育つ"",""住む"",""始まる"",""集まる""]"	"[""be born"",""grow up"",""live"",""begin"",""gather""]"	"[""be born"",""be bored"",""be warm"",""be gone"",""become""]"	[]	[]
300219	3	approach	近づく	to come near someone or something	The storm is approaching the city.	嵐がその町に近づいています。	verb	5	3	"[""近づく"",""離れる"",""止まる"",""曲がる"",""通る""]"	"[""approach"",""leave"",""stop"",""turn"",""pass""]"	"[""approach"",""around"",""afraid"",""arrive"",""agree""]"	"[{""word"":""come near"",""note"":""よりやさしい言い方""}]"	"[{""word"":""move away"",""note"":""離れていく""}]"
300220	3	contact ~	～に連絡する	to communicate with someone	Please contact me by email.	メールで私に連絡してください。	verb	4	4	"[""～に連絡する"",""～を訪ねる"",""～を待つ"",""～を手伝う"",""～を招待する""]"	"[""contact ~"",""visit ~"",""wait for ~"",""help ~"",""invite ~""]"	"[""contact ~"",""connect ~"",""contract ~"",""invite ~"",""visit ~""]"	"[{""word"":""call ~"",""note"":""電話で連絡する場合に近い""}]"	[]
300221	3	contest	コンテスト	a competition to find the best person or thing	She won the speech contest.	彼女はスピーチコンテストで優勝しました。	noun	3	3	"[""コンテスト"",""試合"",""会議"",""旅行"",""宿題""]"	"[""contest"",""match"",""meeting"",""trip"",""homework""]"	"[""contest"",""context"",""contact"",""concert"",""constant""]"	"[{""word"":""competition"",""note"":""より一般的な『競争・競技会』""}]"	[]
300222	3	digital	デジタルの	using computer or electronic technology	I use a digital camera.	私はデジタルカメラを使います。	adjective	4	3	"[""デジタルの"",""自然の"",""伝統的な"",""個人的な"",""危険な""]"	"[""digital"",""natural"",""traditional"",""personal"",""dangerous""]"	"[""digital"",""difficult"",""different"",""direct"",""dinner""]"	[]	"[{""word"":""analog"",""note"":""デジタルではなくアナログ""}]"
300223	3	bottle	びん	a container for drinks or other liquids	There is a bottle on the table.	テーブルの上にびんがあります。	noun	2	4	"[""びん"",""箱"",""皿"",""袋"",""かご""]"	"[""bottle"",""box"",""plate"",""bag"",""basket""]"	"[""bottle"",""bottom"",""button"",""battle"",""little""]"	[]	[]
300224	3	be filled with ~	～でいっぱいである	to have a lot of something inside	The box was filled with old books.	その箱は古い本でいっぱいでした。	adjective phrase	3	3	"[""～でいっぱいである"",""～に近い"",""～から遠い"",""～と同じである"",""～の前にある""]"	"[""be filled with ~"",""be close to ~"",""be far from ~"",""be the same as ~"",""be in front of ~""]"	"[""be filled with ~"",""be full of ~"",""be familiar with ~"",""be finished with ~"",""be far from ~""]"	"[{""word"":""full of"",""note"":""より基本的な言い方""}]"	"[{""word"":""be empty"",""note"":""空である""}]"
300225	3	last	最後の	coming after all others	I got on the last train home.	私は家に帰る最後の電車に乗りました。	adjective	2	5	"[""最後の"",""最初の"",""次の"",""前の"",""早い""]"	"[""last"",""first"",""next"",""previous"",""early""]"	"[""last"",""fast"",""lost"",""list"",""lamp""]"	"[{""word"":""final"",""note"":""ややかたい言い方""}]"	"[{""word"":""first"",""note"":""順番が反対""}]"
300226	3	still	まだ	up to now; even now	She is still in her room.	彼女はまだ自分の部屋にいます。	adverb	2	5	"[""まだ"",""もう"",""すぐに"",""いつも"",""たぶん""]"	"[""still"",""already"",""soon"",""always"",""maybe""]"	"[""still"",""skill"",""spill"",""stand"",""stone""]"	"[{""word"":""yet"",""note"":""否定文・疑問文でよく使う""}]"	"[{""word"":""already"",""note"":""「もう」の意味で反対になりやすい""}]"
300227	3	manage to do	なんとか～する	to succeed in doing something difficult	I managed to finish the job alone.	私はなんとか一人でその仕事を終えました。	verb phrase	3	3	"[""なんとか～する"",""～を集める"",""～を選ぶ"",""～を比べる"",""～を続ける""]"	"[""manage to do"",""collect ~"",""choose ~"",""compare ~"",""continue ~""]"	"[""manage to do"",""need to do"",""plan to do"",""want to do"",""learn to do""]"	"[{""word"":""handle"",""note"":""少し難しいが「うまく対処する」""}]"	"[{""word"":""fail"",""note"":""うまくできない""}]"
300228	3	boil	ゆでる	to cook something in hot water	Please boil the eggs for breakfast.	朝食のために卵をゆでてください。	verb	2	3	"[""ゆでる"",""焼く"",""切る"",""混ぜる"",""洗う""]"	"[""boil"",""bake"",""cut"",""mix"",""wash""]"	"[""boil"",""ball"",""bowl"",""boy"",""bone""]"	"[{""word"":""cook"",""note"":""広い意味の「料理する」""}]"	[]
300229	3	exactly	ちょうど	in a completely correct way; just	That is exactly what I wanted.	それはちょうど私がほしかったものです。	adverb	3	3	"[""ちょうど"",""たぶん"",""すぐに"",""ゆっくり"",""たいてい""]"	"[""exactly"",""probably"",""soon"",""slowly"",""usually""]"	"[""exactly"",""excited"",""active"",""actually"",""carefully""]"	"[{""word"":""just"",""note"":""文脈によっては近い意味""}]"	"[{""word"":""roughly"",""note"":""おおよそ""}]"
300230	3	fare	運賃	the money paid for a bus, train, or taxi	The bus fare is 200 yen.	そのバスの運賃は200円です。	noun	3	3	"[""運賃"",""値段"",""料金"",""家賃"",""費用""]"	"[""fare"",""price"",""fee"",""rent"",""cost""]"	"[""fare"",""farm"",""fire"",""fear"",""far""]"	[]	[]
300231	3	price	値段	the amount of money for something	The price of this bag is high.	このかばんの値段は高いです。	noun	2	5	"[""値段"",""運賃"",""家賃"",""重さ"",""大きさ""]"	"[""price"",""fare"",""rent"",""weight"",""size""]"	"[""price"",""prize"",""place"",""practice"",""pride""]"	"[{""word"":""cost"",""note"":""ふつうの「費用・値段」""}]"	[]
300232	3	nation	国家	a country and its people	Japan is a peaceful nation.	日本は平和な国家です。	noun	4	3	"[""国家"",""都市"",""村"",""地域"",""島""]"	"[""nation"",""city"",""village"",""area"",""island""]"	"[""nation"",""station"",""notion"",""native"",""nature""]"	"[{""word"":""country"",""note"":""より基本的な語""}]"	[]
300233	3	wrap	包む	to cover something with paper or cloth	Please wrap this gift for me.	この贈り物を包んでください。	verb	3	3	"[""包む"",""開ける"",""切る"",""運ぶ"",""洗う""]"	"[""wrap"",""open"",""cut"",""carry"",""wash""]"	"[""wrap"",""rope"",""map"",""trap"",""rub""]"	"[{""word"":""cover"",""note"":""広くおおう意味""}]"	"[{""word"":""unwrap"",""note"":""包みをほどく""}]"
300234	3	accident	事故	something bad that happens by chance	He had a car accident yesterday.	彼は昨日、車の事故にあいました。	noun	3	3	"[""事故"",""試合"",""約束"",""旅行"",""質問""]"	"[""accident"",""game"",""promise"",""trip"",""question""]"	"[""accident"",""incident"",""excellent"",""active"",""account""]"	[]	[]
300235	3	artist	芸術家	a person who makes art	My sister wants to be an artist.	私の姉は芸術家になりたがっています。	noun	2	3	"[""芸術家"",""医者"",""歌手"",""先生"",""選手""]"	"[""artist"",""doctor"",""singer"",""teacher"",""player""]"	"[""artist"",""article"",""army"",""August"",""office""]"	[]	[]
300236	3	scream	叫ぶ	to cry out in a loud voice	The girl began to scream.	その女の子は叫び始めた。	verb	3	3	"[""叫ぶ"",""笑う"",""歌う"",""ささやく"",""答える""]"	"[""scream"",""laugh"",""sing"",""whisper"",""answer""]"	"[""scream"",""screen"",""stream"",""shout"",""whisper""]"	"[{""word"":""shout"",""note"":""scream より少し広い意味""}]"	"[{""word"":""whisper"",""note"":""小さな声で言う""}]"
300237	3	interest	興味	a feeling of wanting to know more	I have a strong interest in music.	私は音楽に強い興味があります。	noun	3	4	"[""興味"",""経験"",""意見"",""質問"",""約束""]"	"[""interest"",""experience"",""opinion"",""question"",""promise""]"	"[""interest"",""internet"",""inside"",""invent"",""instead""]"	[]	[]
300238	3	bite	かむ	to cut with the teeth	Be careful. That dog may bite.	気をつけて。その犬はかむかもしれません。	verb	3	3	"[""かむ"",""押す"",""引く"",""投げる"",""運ぶ""]"	"[""bite"",""push"",""pull"",""throw"",""carry""]"	"[""bite"",""bike"",""bright"",""bat"",""buy""]"	[]	[]
300239	3	sharp	鋭い	having a thin edge or point that can cut	Be careful with that sharp knife.	その鋭いナイフに気をつけて。	adjective	3	3	"[""鋭い"",""丸い"",""重い"",""厚い"",""固い""]"	"[""sharp"",""round"",""heavy"",""thick"",""hard""]"	"[""sharp"",""shop"",""shark"",""shape"",""ship""]"	"[{""word"":""pointed"",""note"":""先がとがった""}]"	"[{""word"":""dull"",""note"":""切れ味が悪い""}]"
300240	3	shadow	影	a dark shape made when light is blocked	I saw my shadow on the wall.	私は壁に自分の影を見た。	noun	3	3	"[""影"",""光"",""雲"",""星"",""空""]"	"[""shadow"",""light"",""cloud"",""star"",""sky""]"	"[""shadow"",""shallow"",""saddle"",""window"",""yellow""]"	[]	[]
300241	3	handle	取っ手	the part of something that you hold with your hand	The cup has a small handle.	そのカップには小さな取っ手がある。	noun	3	3	"[""取っ手"",""ふた"",""底"",""表面"",""角""]"	"[""handle"",""lid"",""bottom"",""surface"",""corner""]"	"[""handle"",""candle"",""sandal"",""handy"",""angle""]"	[]	[]
300242	3	description	説明	words that tell about something	Please read the description of the animal.	その動物の説明を読んでください。	noun	3	3	"[""説明"",""質問"",""答え"",""例"",""意見""]"	"[""description"",""question"",""answer"",""example"",""opinion""]"	"[""description"",""direction"",""discussion"",""decision"",""dictionary""]"	"[{""word"":""explanation"",""note"":""より「説明」に近い語""}]"	[]
300243	3	tool	道具	something you use to do a job	This tool is useful for cooking.	この道具は料理に役立ちます。	noun	2	3	"[""道具"",""機械"",""材料"",""部品"",""設備""]"	"[""tool"",""machine"",""material"",""part"",""equipment""]"	"[""tool"",""cool"",""pool"",""tall"",""team""]"	[]	[]
300244	3	other	ほかの	different from the one already named	Do you have any other questions?	ほかに何か質問はありますか。	adjective	2	5	"[""ほかの"",""同じ"",""多くの"",""少しの"",""すべての""]"	"[""other"",""same"",""many"",""few"",""all""]"	"[""other"",""mother"",""over"",""order"",""older""]"	[]	[]
300245	3	stomach	胃	the part of your body where food goes	My stomach hurts after lunch.	昼食のあと、胃が痛いです。	noun	3	3	"[""胃"",""心臓"",""首"",""ひざ"",""背中""]"	"[""stomach"",""heart"",""neck"",""knee"",""back""]"	"[""stomach"",""storage"",""stop"",""stone"",""stage""]"	[]	[]
300246	3	control	制御する、管理する	to direct or limit something	We must control the fire quickly.	私たちはすぐにその火を制御しなければなりません。	verb	4	4	"[""制御する、管理する"",""運ぶ"",""集める"",""壊す"",""選ぶ""]"	"[""control"",""carry"",""collect"",""break"",""choose""]"	"[""control"",""contain"",""contact"",""correct"",""continue""]"	"[{""word"":""manage"",""note"":""うまく扱う・管理する""}]"	[]
300247	3	pollution	汚染、公害	harmful dirt or waste in air, water, or land	Air pollution is a big problem.	大気汚染は大きな問題です。	noun	4	3	"[""汚染、公害"",""発明"",""文化"",""景色"",""人口""]"	"[""pollution"",""invention"",""culture"",""view"",""population""]"	"[""pollution"",""solution"",""position"",""production"",""collection""]"	[]	[]
300248	3	find out ~	～を知る、～を突き止める	to learn or discover something	I want to find out the truth.	私は真実を知りたいです。	phrasal verb	3	3	"[""～を知る、～を突き止める"",""～を忘れる"",""～を選ぶ"",""～を集める"",""～を運ぶ""]"	"[""find out ~"",""forget ~"",""choose ~"",""collect ~"",""carry ~""]"	"[""find out ~"",""hand out ~"",""figure out ~"",""fill out ~"",""find ~""]"	"[{""word"":""discover"",""note"":""少しかための語""}]"	[]
300249	3	mind ~	～を気にする	to care about or be bothered by something	I don't mind the rain.	私は雨を気にしません。	verb	3	4	"[""～を気にする"",""～を信じる"",""～を待つ"",""～を動かす"",""～を比べる""]"	"[""mind ~"",""believe ~"",""wait for ~"",""move ~"",""compare ~""]"	"[""mind ~"",""find ~"",""mean ~"",""need ~"",""move ~""]"	[]	[]
300250	3	carry out ~	～を実行する	to do and complete something	They will carry out the plan.	彼らはその計画を実行するでしょう。	phrasal verb	4	2	"[""～を実行する"",""～を説明する"",""～を共有する"",""～を準備する"",""～を修理する""]"	"[""carry out ~"",""explain ~"",""share ~"",""prepare ~"",""repair ~""]"	"[""carry out ~"",""call out ~"",""care about ~"",""carry on ~"",""clear out ~""]"	"[{""word"":""perform ~"",""note"":""仕事や計画を実行する意味で近い""}]"	[]
